beta,gamma
0.41578720,0.13973105
0.35030993,0.10633291
0.46701389,0.10532709
0.36508160,0.10381179
0.37573089,0.07910814
0.33805255,0.09678581
0.41489645,0.10773557
0.29090231,0.07014516
0.49236296,0.13964361
0.49919273,0.12872683
0.55504184,0.11438175
0.44075314,0.11053203
0.49374777,0.10335648
0.34637367,0.10650073
0.34413138,0.11013835
0.50908375,0.12367644
0.51446743,0.10849801
0.35984841,0.08013750
0.47814929,0.14573709
0.38648060,0.11050441
0.52750973,0.12649570
0.49843622,0.14240498
0.52127488,0.13929728
0.33396563,0.07846397
0.38637688,0.10197605
0.38627823,0.10918934
0.45414401,0.11979928
0.31788683,0.07796362
0.52172185,0.14398123
0.33263356,0.09409042
0.32461341,0.07114170
0.53586762,0.14356746
0.47580283,0.10622717
0.36537623,0.07698608
0.38464426,0.08951359
0.44993105,0.14965731
0.48804115,0.12178433
0.42847188,0.11050295
0.41093389,0.09326857
0.38737414,0.09801430
0.30285668,0.08643028
0.39146898,0.10435322
0.51382661,0.14920480
0.37496505,0.13030235
0.44867361,0.09282215
0.34281388,0.08365642
0.43891127,0.10016391
0.40013825,0.10125028
0.35608057,0.08487687
0.50547775,0.15689994
0.49531221,0.14999296
0.43863565,0.13173372
0.40446936,0.13021850
0.51517632,0.13844596
0.38055787,0.09673945
0.44609969,0.11756993
0.38210048,0.07123408
0.34871858,0.07915977
0.63098757,0.17810949
0.31965191,0.07666750
0.43765828,0.13550120
0.47109388,0.12525833
0.54251777,0.11429336
0.42515513,0.12737367
0.40373197,0.10107136
0.50199914,0.14487554
0.33282678,0.07204829
0.39529884,0.10730691
0.53163663,0.15017342
0.43041764,0.11825831
0.36593664,0.07113957
0.51848226,0.13733512
0.41517740,0.11122844
0.41878060,0.14097790
0.44614475,0.13736769
0.40239345,0.11822155
0.54615011,0.15024707
0.42654953,0.11840246
0.35858098,0.10008635
0.45574415,0.10507010
0.44562179,0.14121510
0.39219344,0.07400498
0.29047123,0.08990783
0.44323468,0.12267645
0.54016007,0.13392741
0.43637504,0.13739708
0.42483525,0.14015357
0.29473609,0.09508251
0.41357563,0.12380512
0.45373468,0.11993455
0.50584605,0.12377454
0.46766492,0.12539136
0.35440775,0.08099457
0.45618502,0.13388335
0.35391399,0.07877620
0.43477378,0.08913267
0.41528442,0.12241954
0.53493279,0.13594194
0.43171215,0.15255435
0.45487725,0.11836262
0.40817681,0.09566408
0.38529870,0.09709221
0.32498155,0.09364024
0.40573596,0.12199955
0.42733788,0.12745258
0.42000551,0.12379901
0.40805835,0.11171120
0.34877057,0.08418481
0.32657245,0.08520923
0.38929473,0.13154343
0.55086878,0.13678740
0.52505101,0.12020281
0.44631766,0.14933765
0.46232833,0.15140367
0.44949757,0.13838189
0.36340256,0.08905756
0.33937538,0.10685076
0.40485818,0.09527554
0.30017360,0.09587502
0.47820263,0.14965209
0.53230344,0.16001136
0.41973884,0.11097659
0.41344401,0.09019085
0.38796894,0.09245625
0.42441278,0.13908975
0.45956073,0.12575267
0.37576079,0.14380174
0.33665876,0.10342701
0.45491123,0.10926547
0.48349892,0.12019277
0.54493302,0.17497250
0.43451147,0.10703200
0.43736636,0.12069550
0.40938750,0.09183219
0.48529266,0.14142052
0.38921586,0.12899793
0.49667745,0.11331090
0.44260039,0.09094922
0.37146288,0.11611028
0.44945909,0.11176444
0.52815299,0.16301217
0.49834711,0.14923913
0.36777796,0.11314580
0.42438800,0.10583149
0.39263290,0.08467855
0.50160790,0.16187675
0.33808317,0.07271397
0.50812089,0.16802222
0.35270659,0.10920750
0.42382965,0.11122031
0.43209847,0.11733729
0.45034788,0.14750561
0.31872853,0.09154495
0.51138165,0.14812668
0.35471421,0.11670715
0.30894814,0.09175174
0.31124532,0.07856119
0.39706482,0.13571299
0.36888033,0.10755783
0.50175723,0.11077353
0.34777803,0.07779162
0.37629846,0.09466653
0.45204886,0.14594897
0.43827946,0.09863605
0.46172261,0.14286194
0.35648986,0.08392627
0.52941776,0.13483490
0.42838822,0.14401525
0.41408028,0.10305348
0.40830191,0.14776419
0.39940719,0.08595257
0.50543158,0.13373241
0.44623792,0.10404656
0.37052541,0.11508859
0.45183176,0.14401908
0.39943758,0.11141199
0.43836015,0.10242854
0.43506767,0.10902632
0.42872537,0.08794144
0.54414257,0.16408711
0.38567106,0.07568741
0.36132142,0.08943881
0.43362615,0.11119137
0.44917422,0.09512601
0.45389668,0.14671855
0.38501137,0.08890472
0.46520810,0.15069797
0.33014407,0.11024885
0.53760887,0.17892834
0.34003374,0.10212700
0.34241468,0.09170535
0.39400917,0.09861901
0.52841078,0.12429243
0.30014648,0.07451343
0.39713635,0.09907680
0.49496496,0.15974217
0.43501613,0.09509585
0.40029607,0.11070224
0.45150885,0.10148916
0.56184155,0.12753160
0.43224971,0.12039161
0.41287637,0.11311455
0.43170202,0.14212373
0.39957235,0.12235926
0.41458500,0.11968200
0.39861870,0.14431423
0.42974046,0.10440536
0.41317321,0.10967146
0.48757008,0.10417783
0.31126800,0.07468145
0.38393482,0.11276878
0.44147756,0.10630659
0.27706348,0.09244464
0.33340506,0.08740179
0.36703960,0.11074882
0.44065628,0.13241479
0.48421417,0.15189390
0.45035209,0.10120688
0.38245274,0.08150184
0.41255060,0.10139032
0.53362151,0.18436785
0.46680478,0.10637844
0.34191228,0.07843426
0.38107933,0.12491898
0.31557354,0.08651987
0.42553467,0.13680920
0.49084233,0.13831370
0.30460013,0.07737989
0.37945027,0.11499472
0.45947906,0.09772719
0.51815034,0.13161029
0.46934263,0.13412595
0.40682884,0.11505632
0.49184171,0.13462401
0.35156249,0.09879753
0.44640543,0.11588462
0.36189368,0.11078752
0.40665421,0.10380958
0.52677963,0.14270581
0.38066673,0.12823705
0.50923660,0.15782516
0.38997306,0.11827084
0.44169445,0.15285286
0.52409836,0.14027492
0.57867844,0.14178492
0.47132598,0.11539191
0.43796096,0.10307667
0.37308940,0.13729640
0.43137061,0.12824735
0.53012081,0.14585209
0.51764889,0.10835156
0.49446831,0.14910326
0.49519516,0.15838785
0.40720646,0.07796749
0.45862232,0.11666989
0.38928405,0.09320067
0.52562356,0.13440886
0.38255022,0.09162337
0.46464301,0.11459135
0.43217439,0.11349411
0.36063437,0.09136380
0.26494079,0.06964617
0.34002327,0.08645615
0.43019858,0.14931705
0.36886412,0.07875295
0.42750499,0.09998092
0.53214389,0.15786157
0.40734405,0.12908891
0.30750276,0.09282852
0.35542675,0.08395849
0.30842744,0.06393341
0.40325781,0.09140373
0.46982154,0.11096448
0.39646931,0.11556161
0.37833177,0.08048992
0.46234170,0.12204481
0.31793817,0.08998890
0.35429600,0.11407025
0.42049923,0.09212889
0.45423859,0.11637592
0.49269496,0.14770286
0.37630249,0.08879933
0.33630364,0.08245204
0.47223902,0.15714703
0.48631253,0.12500591
0.48517396,0.10872504
0.46952250,0.10351795
0.46217442,0.09059425
0.38113526,0.12984965
0.36094508,0.11335570
0.46587488,0.12906471
0.53984015,0.15267399
0.37027403,0.09864062
0.40044147,0.13159922
0.56903584,0.15805234
0.30958880,0.07823151
0.43528506,0.15145891
0.43022632,0.12070374
0.43802329,0.09873241
0.44213596,0.10105856
0.45779989,0.09399788
0.36392077,0.12111352
0.42580053,0.15644873
0.36576484,0.12306080
0.38982405,0.11428612
0.55540119,0.14167337
0.60611451,0.16956278
0.45796502,0.13578208
0.45954639,0.15074230
0.46531740,0.11249151
0.42201619,0.09939840
0.39825403,0.11682014
0.42490725,0.11067055
0.42631702,0.11111851
0.47501875,0.14871077
0.43149602,0.15507493
0.38101935,0.10967700
0.45551819,0.13887570
0.43913281,0.13553321
0.40705783,0.10104288
0.47252523,0.14198297
0.53770575,0.15143548
0.45256568,0.11998718
0.42241423,0.10553752
0.42242293,0.09611091
0.48750049,0.13033146
0.37769397,0.12910310
0.57569149,0.14865760
0.46737003,0.10916155
0.44195205,0.11931059
0.49719875,0.14126489
0.49646880,0.18360493
0.52285384,0.11295038
0.37154949,0.09072510
0.39635164,0.10432978
0.37518418,0.09202286
0.37229795,0.09156445
0.44690646,0.13926621
0.34111128,0.08235121
0.41590877,0.08114964
0.46659288,0.11213118
0.38182112,0.13282402
0.46362329,0.15700660
0.36163979,0.08997123
0.46064147,0.14529905
0.36733023,0.08725638
0.51553947,0.18268144
0.43002417,0.11479346
0.36123477,0.08498261
0.57226601,0.14965879
0.37040953,0.11994770
0.43054182,0.11269866
0.41363833,0.14195332
0.46642927,0.14702847
0.39644626,0.09581446
0.39173127,0.09085315
0.49466671,0.15147120
0.34938696,0.08684198
0.46571053,0.12210702
0.37059164,0.10594468
0.54291077,0.14049467
0.36549893,0.10003594
0.49990160,0.12092032
0.51266188,0.18042127
0.46741911,0.11053706
0.46207056,0.14949620
0.43200867,0.13594747
0.34526212,0.08149337
0.34684526,0.07862812
0.51021768,0.14609749
0.51774226,0.15110294
0.32428796,0.09531114
0.52093597,0.13770520
0.31240332,0.09220027
0.34929142,0.09302381
0.32937939,0.09152308
0.42225635,0.12576491
0.39508326,0.10499313
0.43995358,0.12453113
0.45881634,0.14345918
0.58791572,0.14648388
0.27992994,0.07927040
0.38528454,0.09844928
0.45987723,0.12161287
0.47044396,0.14578195
0.41398195,0.13008832
0.36761638,0.07923308
0.49216886,0.11108406
0.41757774,0.10282194
0.52517321,0.11062997
0.40374183,0.09534007
0.44419053,0.10877448
0.34548729,0.07399230
0.41356017,0.12724457
0.51303341,0.12126979
0.41063571,0.09201210
0.39689799,0.09873947
0.36396629,0.10170188
0.43848440,0.13679500
0.32897682,0.09452963
0.48826611,0.14040478
0.47561220,0.14406855
0.48180720,0.13023190
0.45411220,0.10562898
0.35533305,0.10592517
0.37667761,0.10662130
0.44364871,0.09172308
0.42877147,0.08783058
0.48103956,0.13519408
0.42934492,0.12619741
0.44869445,0.12437869
0.38348588,0.08546685
0.43590022,0.12838189
0.44868088,0.12514910
0.42934781,0.11970493
0.43242821,0.12544362
0.31897435,0.09407752
0.30019558,0.08066760
0.45324951,0.14355879
0.43905182,0.11160473
0.38632280,0.09847763
0.40079223,0.11120516
0.35611753,0.08485833
0.41109009,0.09012837
0.38456404,0.11449121
0.33408411,0.09176615
0.46358805,0.12920635
0.40397189,0.10373233
0.48598488,0.16026070
0.32032505,0.08788933
0.46488048,0.11033198
0.42841676,0.11863243
0.38371353,0.09960308
0.44183568,0.11732425
0.48036205,0.11944653
0.42712501,0.10596029
0.39601003,0.07946791
0.35214658,0.08539887
0.42249540,0.14303542
0.33679152,0.10010605
0.35061656,0.09594786
0.34946823,0.08191000
0.43512808,0.10711751
0.33516904,0.09957551
0.35263061,0.12540309
0.51396916,0.15991195
0.49120992,0.11983002
0.42462896,0.09934025
0.41742484,0.12382477
0.34616513,0.09377576
0.44873213,0.09079324
0.50584278,0.14215493
0.29274611,0.08091242
0.40829544,0.12753577
0.49656635,0.16054527
0.43606103,0.13851977
0.42154600,0.12983962
0.42721459,0.10879405
0.50086932,0.14121066
0.51347256,0.16304385
0.38769633,0.07796641
0.42646273,0.11858685
0.37027676,0.10116359
0.38758919,0.07911728
0.36132367,0.10507748
0.47240071,0.15359217
0.35600314,0.06924166
0.34511006,0.09207799
0.53615074,0.13852994
0.57740020,0.17897721
0.36481338,0.09024838
0.37928952,0.10236550
0.41394490,0.13774922
0.38584800,0.09675605
0.49022909,0.11656124
0.50344768,0.13743709
0.45290493,0.10420822
0.36205501,0.10092639
0.46651405,0.12046725
0.53601522,0.11329006
0.37316489,0.08172111
0.54115428,0.16436739
0.49980620,0.12517803
0.43287372,0.13364658
0.35863814,0.08071747
0.58920303,0.15921165
0.48973923,0.13511500
0.40680815,0.10441466
0.40259472,0.11223007
0.56580783,0.19065615
0.34594805,0.11307256
0.33111970,0.07812512
0.39419455,0.12601427
0.35405666,0.08249318
0.42249641,0.10406639
0.47103113,0.11061606
0.45717655,0.12630011
0.38352715,0.09790347
0.37252868,0.11240437
0.39635430,0.12856646
0.31765223,0.09561152
0.55565710,0.13787754
0.55896572,0.16074610
0.41607623,0.12360159
0.47350523,0.14793937
0.41756757,0.10613532
0.56397273,0.14532790
0.45891745,0.12412494
0.46369275,0.14617541
0.42405102,0.10032738
0.36411132,0.10248948
0.43079730,0.14478425
0.41801968,0.10412430
0.35976412,0.09279249
0.57842435,0.15129058
0.43165610,0.11409692
0.37536441,0.09672842
0.39428033,0.10194442
0.56818325,0.15816231
0.45458261,0.10391995
0.36174669,0.09611958
0.25861116,0.07940766
0.36497402,0.09655687
0.50556830,0.11297867
0.44097566,0.13447284
0.47356981,0.11828617
0.42654507,0.11115377
0.42603923,0.10869035
0.35757459,0.12227371
0.42346390,0.13642851
0.44696795,0.13014155
0.46710833,0.11318441
0.44153079,0.11598887
0.45874960,0.11801870
0.38413805,0.11192026
0.40625455,0.12454230
0.44911592,0.10703853
0.45826115,0.11167513
0.39812484,0.08630650
0.38044878,0.09728233
0.30580304,0.07925420
0.50464436,0.11750385
0.41200986,0.10709765
0.34915059,0.08019695
0.42090802,0.12078589
0.42714708,0.13291162
0.43914867,0.13821598
0.44382393,0.11224906
0.36476352,0.08960858
0.40602099,0.10482034
0.47120331,0.14531719
0.48329710,0.13630836
0.32023091,0.10209000
0.35024691,0.10932483
0.53487761,0.14122552
0.53570956,0.13077083
0.38391166,0.08776072
0.46248629,0.11460765
0.38669697,0.09028103
0.37934617,0.08154141
0.44229859,0.13150339
0.37606928,0.10248371
0.45288169,0.10246696
0.50944613,0.13602134
0.45995972,0.14973437
0.41864107,0.09997406
0.39941611,0.11749824
0.50158386,0.13543946
0.33441113,0.07818003
0.44387754,0.11050998
0.40047851,0.08807447
0.43976348,0.13231519
0.33139288,0.11516735
0.42546375,0.11581337
0.38405654,0.09072518
0.39594911,0.12798683
0.51872849,0.14800147
0.40834425,0.12652369
0.43663945,0.10807988
0.44622708,0.11534839
0.42989658,0.14518948
0.44615374,0.13256288
0.40853470,0.12975530
0.37633706,0.08363627
0.46036273,0.12760294
0.32619439,0.06761947
0.42281658,0.10718145
0.38476881,0.11863914
0.46319470,0.15981573
0.39655118,0.12487186
0.37923606,0.08745757
0.35104357,0.08542679
0.51813129,0.16704320
0.46829981,0.11467647
0.42831943,0.15150095
0.34110962,0.08485807
0.43040081,0.11382688
0.48723939,0.11955440
0.43552244,0.11797345
0.47657862,0.14846510
0.42295925,0.08674673
0.48010266,0.15913039
0.36157806,0.09685035
0.38152893,0.09283596
0.38543695,0.11370873
0.45395679,0.14341050
0.30267353,0.09566548
0.29629763,0.06778733
0.63000396,0.14262943
0.50461855,0.14457729
0.40543711,0.11933892
0.39786280,0.10280335
0.51289960,0.13477873
0.57676208,0.13134084
0.40272094,0.11852300
0.27138369,0.08930368
0.29035436,0.07470348
0.44241445,0.12503594
0.49260693,0.09740495
0.37946831,0.11756990
0.45625243,0.09491900
0.46309410,0.10936759
0.33272230,0.06603654
0.37300631,0.12014353
0.36495688,0.10652079
0.46950026,0.11595213
0.43811700,0.10652695
0.52865049,0.14714029
0.43282299,0.11304348
0.42715236,0.11340153
0.39300947,0.07925770
0.52289965,0.13719951
0.36495873,0.08780040
0.46793556,0.14075623
0.43891347,0.10310972
0.40854845,0.13966902
0.37857428,0.09157623
0.38474835,0.08135814
0.32328920,0.08714359
0.41192381,0.11653111
0.36310551,0.07437756
0.37739302,0.10608898
0.35239403,0.09307223
0.40913939,0.11612103
0.39737265,0.11644366
0.42883624,0.12654905
0.33456291,0.10747698
0.42727879,0.12000689
0.38676296,0.11610554
0.43831368,0.13666806
0.59737514,0.16253096
0.37027499,0.10975476
0.47199922,0.12266681
0.41017743,0.10781469
0.42803862,0.12456827
0.40815525,0.08053952
0.42339572,0.12587201
0.44355292,0.09961442
0.40858631,0.11130875
0.54988927,0.16757813
0.52185523,0.17091764
0.39356929,0.08721255
0.39145810,0.11104618
0.34287895,0.07148867
0.40943993,0.12001173
0.47845597,0.10415841
0.42249257,0.09900110
0.30622663,0.07990672
0.42960765,0.09376333
0.32356832,0.08515778
0.39998078,0.14587469
0.45469989,0.14485064
0.30621794,0.07530658
0.33531814,0.08769206
0.40678447,0.11287032
0.63391711,0.15467336
0.43336278,0.08205596
0.42437092,0.10342834
0.44095720,0.12193770
0.63171773,0.14141215
0.47414392,0.09816267
0.47777602,0.14040921
0.37173193,0.11092472
0.38053739,0.12687223
0.47381186,0.15810471
0.34053355,0.08487976
0.43047932,0.11240421
0.37804679,0.07785566
0.40003663,0.12833836
0.35632314,0.10323629
0.43700434,0.14164663
0.48155800,0.12239249
0.41660394,0.10603723
0.52337655,0.12886358
0.52710893,0.16296066
0.43699634,0.12321526
0.41778661,0.11610248
0.47359977,0.12776571
0.38912511,0.09949538
0.44732756,0.14081063
0.46115445,0.12508808
0.46600817,0.17467356
0.40833199,0.10803966
0.44430562,0.08590949
0.42304443,0.12439382
0.38067481,0.07832599
0.33297653,0.09933709
0.52332336,0.14612122
0.48884946,0.11109254
0.48040369,0.13988153
0.34885066,0.11337718
0.51006770,0.12706260
0.34515345,0.08237808
0.45127477,0.11364393
0.50741232,0.13717611
0.37055162,0.11966561
0.33285686,0.08470162
0.42905005,0.09424763
0.52820421,0.14348921
0.48209359,0.12423165
0.44220786,0.12314329
0.40598205,0.08751967
0.43328274,0.09485386
0.46076308,0.14498040
0.35682509,0.09655415
0.52564820,0.12486428
0.47750273,0.15518359
0.41399668,0.13352160
0.43524104,0.14195959
0.32632948,0.09819893
0.37293638,0.09803653
0.44780084,0.14111014
0.32830336,0.06805549
0.31530227,0.10753452
0.43900502,0.09844685
0.39907155,0.14877823
0.38681886,0.11976633
0.49428485,0.15705322
0.40514841,0.12296791
0.49855746,0.11572211
0.48466156,0.13469272
0.47306461,0.13237090
0.50480130,0.13348781
0.44992379,0.13111395
0.48005902,0.09910578
0.37375731,0.08881164
0.42087954,0.10806738
0.39384521,0.09434571
0.43950306,0.11777398
0.43485959,0.11963719
0.43412103,0.14327825
0.37113884,0.08798861
0.54833448,0.15832768
0.50791932,0.13412690
0.56923408,0.13678674
0.36624307,0.10097279
0.32779616,0.11264522
0.33936113,0.11504530
0.48478406,0.15276513
0.53616079,0.15339013
0.33265044,0.08748983
0.40128759,0.11550769
0.42022778,0.09789932
0.51414918,0.16071086
0.37102777,0.08846173
0.59206078,0.17419308
0.36623718,0.12661212
0.33497536,0.09297359
0.44013153,0.11046764
0.34403615,0.09925815
0.44253349,0.11028645
0.30480069,0.07252976
0.51912217,0.12881150
0.53476625,0.15067985
0.36533680,0.08125288
0.40321207,0.10704027
0.52376106,0.15331295
0.39233425,0.11329203
0.46899897,0.14869978
0.47115013,0.15507915
0.41688715,0.10334650
0.34760019,0.08147184
0.48812277,0.11004601
0.47857752,0.14272623
0.49978457,0.15358605
0.44218308,0.15064814
0.46846070,0.15312509
0.56389160,0.15160772
0.38813925,0.09442227
0.48831619,0.15568823
0.43109146,0.14862812
0.40389180,0.10737885
0.31168845,0.08426076
0.32408743,0.07540271
0.47844245,0.09868943
0.31619825,0.07124120
0.56799968,0.16085868
0.35840216,0.08922186
0.33541224,0.10361025
0.48180396,0.11784939
0.48811402,0.14969657
0.56756098,0.14524091
0.28233724,0.07952636
0.58226132,0.13772712
0.38191585,0.12087925
0.44869005,0.15004501
0.47501287,0.13321492
0.48740922,0.12526998
0.48746889,0.11097421
0.33948177,0.08642428
0.44677602,0.09993760
0.43999430,0.13843945
0.45611756,0.10905160
0.54152800,0.17374131
0.42718382,0.10812782
0.44387308,0.10800166
0.40992481,0.10409816
0.36017668,0.08304800
0.34416055,0.07485077
0.35179464,0.09553041
0.43034639,0.12859644
0.33996935,0.09234022
0.53434777,0.16401472
0.51429788,0.14827179
0.36381112,0.07607410
0.50365281,0.12668759
0.44179307,0.12860843
0.39307325,0.10340353
0.34741130,0.08303783
0.50168232,0.17074423
0.40760937,0.11566456
0.35605369,0.08044171
0.58361383,0.18491225
0.38370092,0.11125687
0.27734150,0.07827856
0.40317158,0.10809696
0.40320964,0.13325482
0.36436852,0.10234589
0.33712293,0.07116112
0.37686403,0.09914418
0.37037708,0.10728163
0.33581673,0.09887906
0.31553412,0.07260050
0.44190743,0.13413422
0.38532753,0.11483121
0.33125248,0.08190299
0.45470270,0.11096930
0.45414688,0.15037676
0.32117561,0.07382717
0.35535573,0.07624244
0.38128787,0.13476485
0.35091866,0.13211018
0.32763431,0.08157703
0.42016851,0.09035297
0.44627496,0.12501084
0.38563246,0.12254686
0.43683573,0.13737544
0.46903536,0.13054137
0.45894793,0.15994769
0.35983588,0.11620167
0.45474131,0.11776406
0.36257929,0.08323104
0.43386835,0.10804007
0.44081282,0.10024777
0.52771065,0.17961910
0.41034288,0.13933304
0.38031229,0.07370167
0.44805511,0.13507137
0.39452331,0.12538512
0.36145750,0.11160119
0.34493608,0.09878608
0.42912696,0.11392424
0.53234015,0.15653311
0.52714423,0.15024813
0.38527801,0.09893528
0.40467241,0.10686091
0.50415535,0.12306704
0.43939100,0.10383399
0.44914555,0.12662370
0.32571948,0.10961539
